Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,database,module,overlap.n
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),4/81,0.00215143177583493,0.243038857212778,0,0,7.90769230769231,48.5660548022268,ACER2;APAF1;COL4A3;CASP2,GO_BP,black,4
organelle assembly (GO:0070925),9/425,0.0022896545242685,0.243038857212778,0,0,3.36634615384615,20.4652110853863,CENPJ;CEP162;IFT80;PKD1;BICD1;LZTFL1;CILK1;SEPTIN7;CFAP44,GO_BP,black,9
regulation of cell cycle G2/M phase transition (GO:1902749),4/85,0.00256505390198182,0.243038857212778,0,0,7.51566951566952,44.8367992133796,CEP135;ATAD5;CENPJ;CEP78,GO_BP,black,4
ciliary basal body-plasma membrane docking (GO:0097711),4/95,0.00383132474545276,0.322682684117022,0,0,6.68639053254438,37.2067186593508,CEP135;CENPJ;CEP162;CEP78,GO_BP,black,4
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),4/119,0.00845312579866447,0.344628054782932,0,0,5.28454849498328,25.2243072246183,ACER2;APAF1;COL4A3;CASP2,GO_BP,black,4
mitotic G1 DNA damage checkpoint signaling (GO:0031571),3/65,0.00949224385572028,0.344628054782932,0,0,7.31494705737503,34.0677584607023,PLAGL1;RFWD3;CASP2,GO_BP,black,3
regulation of transcription by RNA polymerase II (GO:0006357),24/2206,0.0113446553606367,0.344628054782932,0,0,1.76825264561287,7.92001869933238,ZNF230;KDM2B;ZBTB14;PRDM5;ZFP69B;ZBTB1;CKAP2;ZNF180;RORA;ZNF99;ZBTB33;PKD1;ZFP14;ZNF816;ZNF704;ZNF429;PLAGL1;RFX5;ZNF549;TBL1X;ZNF665;ZNF169;MAMLD1;ZNF850,GO_BP,black,24
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",3/74,0.0134883019205102,0.344628054782932,0,0,6.38479733362004,27.492506303845,ACER2;PLAGL1;CASP2,GO_BP,black,3
"regulation of transcription, DNA-templated (GO:0006355)",24/2244,0.0137983210360997,0.344628054782932,0,0,1.73425061425061,7.42815672629553,ZNF230;KDM2B;ZBTB14;PRDM5;ZFP69B;ZBTB1;ZNF180;RORA;ZNF99;ZBTB33;PRICKLE1;POLA1;ZFP14;ZNF816;ZNF704;ZNF429;PLAGL1;RFX5;ZNF549;TBL1X;ZNF665;ZNF169;MAMLD1;ZNF850,GO_BP,black,24
glycerophospholipid biosynthetic process (GO:0046474),4/177,0.0313622047329661,0.344628054782932,0,0,3.50253445975989,12.126305921326,INPP4A;AGPAT5;DGKE;PI4KA,GO_BP,black,4
regulation of mitotic cell cycle phase transition (GO:1901990),4/188,0.037844972749708,0.344628054782932,0,0,3.29130434782609,10.7765767221798,CEP135;CENPJ;PKD1;CEP78,GO_BP,black,4
negative regulation of intracellular signal transduction (GO:1902532),4/198,0.0443583045236104,0.344628054782932,0,0,3.12006344171293,9.72041830459774,SPRED1;SH3BP4;RORA;SH2B3,GO_BP,black,4
phosphorylation (GO:0016310),6/400,0.0526794376579959,0.344628054782932,0,0,2.31662436548223,6.81905349654059,DGKE;NRK;PI4KA;PRKG2;TSSK4;CILK1,GO_BP,black,6
phosphatidylinositol biosynthetic process (GO:0006661),3/126,0.052829962746394,0.344628054782932,0,0,3.67585179668591,10.8094919993804,INPP4A;PI4KA;EFR3B,GO_BP,black,3
G2/M transition of mitotic cell cycle (GO:0000086),3/130,0.0569773153009312,0.344628054782932,0,0,3.55935565306245,10.1979172406929,CEP135;CENPJ;CEP78,GO_BP,black,3
Golgi organization (GO:0007030),3/130,0.0569773153009312,0.344628054782932,0,0,3.55935565306245,10.1979172406929,FBXW8;TBC1D20;ZFP69B,GO_BP,black,3
extracellular structure organization (GO:0043062),4/216,0.0575685905614923,0.344628054782932,0,0,2.85253991291727,8.14336865180832,COL24A1;MMP16;COL4A3;ITGA9,GO_BP,black,4
cell cycle G2/M phase transition (GO:0044839),3/131,0.05803772313365,0.344628054782932,0,0,3.53136927480916,10.0526150085984,CEP135;CENPJ;CEP78,GO_BP,black,3
external encapsulating structure organization (GO:0045229),4/217,0.0583581207030148,0.344628054782932,0,0,2.83900325027086,8.06605326948306,COL24A1;MMP16;COL4A3;ITGA9,GO_BP,black,4
transcription initiation from RNA polymerase II promoter (GO:0006367),3/140,0.067996209367957,0.344628054782932,0,0,3.29787708252076,8.86569390972323,NOTCH2;RORA;TBL1X,GO_BP,black,3
apoptotic process (GO:0006915),4/231,0.0700167172683054,0.344628054782932,0,0,2.66201287699085,7.07834880057578,NOTCH2;APAF1;PLAGL1;CASP2,GO_BP,black,4
regulation of G2/M transition of mitotic cell cycle (GO:0010389),3/149,0.0786765280099057,0.344628054782932,0,0,3.09317159887065,7.86411168656595,CEP135;CENPJ;CEP78,GO_BP,black,3
cellular response to DNA damage stimulus (GO:0006974),5/350,0.0866535353059414,0.345530844624661,0,0,2.19312436804853,5.36402574217883,ACER2;POLA1;RFWD3;ZBTB1;CASP2,GO_BP,black,5
regulation of MAPK cascade (GO:0043408),3/166,0.100683753229982,0.345530844624661,0,0,2.76818245679764,6.35511253811103,SPRED1;NRK;JCAD,GO_BP,black,3
"DNA-templated transcription, initiation (GO:0006352)",3/168,0.103420448549082,0.345530844624661,0,0,2.73435114503817,6.20411307111535,NOTCH2;RORA;TBL1X,GO_BP,black,3
"negative regulation of transcription, DNA-templated (GO:0045892)",10/948,0.104301687136509,0.345530844624661,0,0,1.62734713529129,3.6785657032242,KDM2B;ZBTB14;PRDM5;ZFP69B;ZBTB1;ZNF180;ZBTB33;PRICKLE1;TBL1X;ZNF169,GO_BP,black,10
protein phosphorylation (GO:0006468),6/496,0.116658605284031,0.347054158480889,0,0,1.85357142857143,3.9824047261038,NRK;PRKG2;TSSK4;PKD1;EPHA3;CILK1,GO_BP,black,6
regulation of GTPase activity (GO:0043087),3/189,0.133840130013085,0.357384198048345,0,0,2.42304851021916,4.87301527427454,TBC1D20;SH3BP4;EPHA3,GO_BP,black,3
regulation of cell cycle (GO:0051726),4/296,0.137870810157372,0.357384198048345,0,0,2.06259220231823,4.08689896125489,NOTCH2;FIGNL1;PLAGL1;PKD1,GO_BP,black,4
regulation of programmed cell death (GO:0043067),3/194,0.141499075892579,0.357384198048345,0,0,2.3590184245234,4.61297110517098,ACER2;APAF1;CASP2,GO_BP,black,3
extracellular matrix organization (GO:0030198),4/300,0.142705293685552,0.357384198048345,0,0,2.03430353430353,3.96073539484982,COL24A1;MMP16;COL4A3;ITGA9,GO_BP,black,4
endomembrane system organization (GO:0010256),3/199,0.149302099254804,0.361802014861278,0,0,2.29825517993457,4.37078381190601,FBXW8;TBC1D20;ZFP69B,GO_BP,black,3
mitotic cell cycle phase transition (GO:0044772),3/209,0.16530938895575,0.373573564537631,0,0,2.18557770695916,3.93390103649554,CEP135;CENPJ;CEP78,GO_BP,black,3
transcription by RNA polymerase II (GO:0006366),4/320,0.167844150629937,0.376113059194595,0,0,1.90360272638754,3.3973967251134,NOTCH2;ZBTB1;RORA;TBL1X,GO_BP,black,4
positive regulation of GTPase activity (GO:0043547),3/214,0.173498234670269,0.376824246074681,0,0,2.13324409391845,3.73656444550208,TBC1D8B;TBC1D20;RALGAPA2,GO_BP,black,3
negative regulation of transcription by RNA polymerase II (GO:0000122),7/684,0.175774820426009,0.377352424360997,0,0,1.56227683504111,2.71609878576598,KDM2B;PRDM5;ZFP69B;ZBTB1;ZNF180;TBL1X;ZNF169,GO_BP,black,7
supramolecular fiber organization (GO:0097435),4/351,0.209581767604783,0.397601322945134,0,0,1.73079139880293,2.70460615076899,COL24A1;FIGNL1;CENPJ;COL4A3,GO_BP,black,4
regulation of canonical Wnt signaling pathway (GO:0060828),3/253,0.240680887903599,0.416603526417875,0,0,1.79688549618321,2.55927407518684,TLE4;PRICKLE1;TBL1X,GO_BP,black,3
negative regulation of cell population proliferation (GO:0008285),4/379,0.249543459026651,0.422308078290139,0,0,1.59926153846154,2.21997043632207,KDM2B;COL4A3;SH3BP4;SH2B3,GO_BP,black,4
DNA metabolic process (GO:0006259),3/277,0.283967747480138,0.455993272185767,0,0,1.63748815958099,2.06142502209749,POLA1;TOP3A;ZBTB1,GO_BP,black,3
proteolysis (GO:0006508),3/287,0.302223719016989,0.462799149525006,0,0,1.57902376088593,1.8894404804096,MMP16;CASP2;TBL1X,GO_BP,black,3
organelle organization (GO:0006996),4/420,0.310569470192222,0.467086623820842,0,0,1.43860946745562,1.68223462320578,FBXW8;TBC1D20;ZFP69B;CEP78,GO_BP,black,4
DNA repair (GO:0006281),3/298,0.322372607340007,0.476711473732197,0,0,1.51929098201578,1.71990915806434,POLA1;RFWD3;ZBTB1,GO_BP,black,3
MAPK cascade (GO:0000165),3/303,0.331539250912344,0.484424020588248,0,0,1.49358778625954,1.64893446646624,SPRED1;NRK;PRKG2,GO_BP,black,3
nervous system development (GO:0007399),4/447,0.351580180897897,0.49812668620674,0,0,1.34905365514846,1.41018937134252,NOTCH2;APAF1;NAV2;PKD1,GO_BP,black,4
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),3/321,0.364484625278562,0.508991011464556,0,0,1.40774881175284,1.42079992249964,NHLRC3;EDEM1;TBL1X,GO_BP,black,3
cellular response to oxygen-containing compound (GO:1901701),3/323,0.368133523223214,0.508991011464556,0,0,1.3988072519084,1.39784147590197,SH3BP4;RORA;EPHA3,GO_BP,black,3
negative regulation of nucleic acid-templated transcription (GO:1903507),4/464,0.377468796676736,0.508991011464556,0,0,1.2980602006689,1.2646576997796,ZBTB14;PRDM5;ZBTB33;PRICKLE1,GO_BP,black,4
cellular protein localization (GO:0034613),3/329,0.379058590668395,0.508991011464556,0,0,1.37264084671943,1.33155014711995,TBC1D8B;BICD1;SEPTIN7,GO_BP,black,3
intracellular protein transport (GO:0006886),3/336,0.391755708213738,0.514646147012154,0,0,1.34330513719827,1.25883384758148,TBC1D8B;PRICKLE1;PKD1,GO_BP,black,3
negative regulation of apoptotic process (GO:0043066),4/485,0.409323139802178,0.524986362047464,0,0,1.24004477850632,1.10767044731762,NOTCH2;KDM2B;FIGNL1;CASP2,GO_BP,black,4
negative regulation of programmed cell death (GO:0043069),3/381,0.471438726410142,0.565428092751404,0,0,1.18066157760814,0.887817529095231,NOTCH2;FIGNL1;CASP2,GO_BP,black,3
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),4/547,0.500889063216214,0.583216451486774,0,0,1.09494262643434,0.757011176871085,ZBTB14;PRDM5;ZBTB33;PRICKLE1,GO_BP,black,4
regulation of apoptotic process (GO:0042981),5/742,0.558283864314124,0.632554811883566,0,0,1.0060164294805,0.586394631458678,NOTCH2;ACER2;APAF1;FIGNL1;CASP2,GO_BP,black,5
regulation of intracellular signal transduction (GO:1902531),3/437,0.563521658056269,0.635833816349132,0,0,1.02536321103177,0.588096568652193,SPRED1;NRK;TOP3A,GO_BP,black,3
positive regulation of transcription by RNA polymerase II (GO:0045944),6/908,0.57221412287655,0.640951622501056,0,0,0.985518292682927,0.550157719455403,PLAGL1;RFX5;CKAP2;RORA;TBL1X;PKD1,GO_BP,black,6
protein ubiquitination (GO:0016567),3/525,0.687009445548507,0.72629450449898,0,0,0.848644380100026,0.318587242671832,FBXW8;NHLRC3;RFWD3,GO_BP,black,3
negative regulation of cellular process (GO:0048523),3/566,0.73497337001552,0.766313362409579,0,0,0.785174840345477,0.241771831198266,COL4A3;SH3BP4;SH2B3,GO_BP,black,3
regulation of cell population proliferation (GO:0042127),4/764,0.757706616841546,0.785693044549783,0,0,0.773522267206478,0.214620728106617,ACER2;COL4A3;SH3BP4;SH2B3,GO_BP,black,4
"positive regulation of transcription, DNA-templated (GO:0045893)",6/1183,0.811165442932797,0.834278705214465,0,0,0.744304906542056,0.155770547589876,PLAGL1;RFX5;CKAP2;RORA;TBL1X;PKD1,GO_BP,black,6
cellular protein modification process (GO:0006464),5/1025,0.822721157618735,0.842733293885137,0,0,0.716142270861833,0.139746533099438,FBXW8;NRK;PRKG2;TSSK4;CILK1,GO_BP,black,5
regulation of gene expression (GO:0010468),4/1079,0.935277825347504,0.940239511423618,0,0,0.537846153846154,0.0359881759781007,NOTCH2;MARF1;PRDM5;RORA,GO_BP,black,4
Reticulocytes,3/103,0.0320200569475628,0.741128707802744,0,0,4.52656488549618,15.5776877736104,RFWD3;NCAPD2;NEMP1,PanglaoDB,black,3
Pluripotent Stem Cells,3/112,0.0395339716606564,0.741128707802744,0,0,4.15092093283843,13.4099441397911,ATAD5;RFWD3;PFAS,PanglaoDB,black,3
Embryonic Stem Cells,3/176,0.114656758844464,0.741128707802744,0,0,2.60684816661519,5.64594387415484,PRDM5;SH3BP4;NAV2,PanglaoDB,black,3
Podocytes,3/184,0.126333018278684,0.741128707802744,0,0,2.49061616971026,5.15267105521181,COL4A3;SH3BP4;NAV2,PanglaoDB,black,3
Endothelial Cells (Aorta),3/185,0.127821921962608,0.741128707802744,0,0,2.47680563711098,5.09507952271911,FNDC1;COL4A3;ITGA9,PanglaoDB,black,3
Olfactory Epithelial Cells,3/226,0.19359921786343,0.741128707802744,0,0,2.01721836168829,3.31220223794972,SGPL1;WDFY1;TRIM66,PanglaoDB,black,3
mitotic spindle organization (GO:0007052),22/157,4.55266242066153e-30,2.28998919759275e-27,0,0,68.6386130811663,4637.35103466272,ZWILCH;PLK1;BUB1B;KIF23;TTK;KNL1;CENPA;NDC80;CDC20;SGO1;SGO2;TPX2;CENPF;KIF18A;KIFC1;KIF4A;STMN1;CENPK;BIRC5;KIF2C;BUB1;DLGAP5,GO_BP,tan,22
microtubule cytoskeleton organization involved in mitosis (GO:1902850),20/128,2.511298947659e-28,6.31591685336239e-26,0,0,74.9168556311414,4761.08472944938,ZWILCH;PLK1;BUB1B;TTK;KNL1;CENPA;NDC80;CDC20;SGO1;SGO2;CENPF;KIF18A;KIF4A;STMN1;CENPK;NUSAP1;BIRC5;KIF2C;BUB1;DLGAP5,GO_BP,tan,20
mitotic sister chromatid segregation (GO:0000070),15/102,6.3531497923243e-21,1.06521144851304e-18,0,0,63.3588761174968,2946.52583716798,PLK1;KIF14;NCAPG;KIF23;NDC80;SGO1;SGO2;KIF18A;KIFC1;CENPK;NUSAP1;CDK1;KIF2C;DLGAP5;CEP55,GO_BP,tan,15
sister chromatid segregation (GO:0000819),9/34,1.97145887603316e-15,2.47910953661171e-13,0,0,119.436,4044.10326814728,TOP2A;SGO1;SGO2;KIF18A;KIFC1;PLK1;CENPK;NUSAP1;NDC80,GO_BP,tan,9
mitotic cytokinesis (GO:0000281),9/49,7.41559111950739e-14,7.46008466622443e-12,0,0,74.59125,2255.08791780436,ANLN;KIF4A;STMN1;PLK1;NUSAP1;KIF23;ECT2;CENPA;CEP55,GO_BP,tan,9
spindle assembly checkpoint signaling (GO:0071173),7/21,4.75854226641973e-13,2.99193345001141e-11,0,0,160.620967741935,4557.40550404373,CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1,GO_BP,tan,7
mitotic spindle assembly checkpoint signaling (GO:0007094),7/21,4.75854226641973e-13,2.99193345001141e-11,0,0,160.620967741935,4557.40550404373,CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1,GO_BP,tan,7
mitotic spindle checkpoint signaling (GO:0071174),7/21,4.75854226641973e-13,2.99193345001141e-11,0,0,160.620967741935,4557.40550404373,CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1,GO_BP,tan,7
negative regulation of mitotic metaphase/anaphase transition (GO:0045841),7/22,6.96032816914035e-13,3.89005007675289e-11,0,0,149.905376344086,4196.35810182468,CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1,GO_BP,tan,7
cytoskeleton-dependent cytokinesis (GO:0061640),9/72,2.88698769747262e-12,1.45215481182873e-10,0,0,47.3047619047619,1256.92572129832,ANLN;KIF4A;STMN1;PLK1;NUSAP1;KIF23;ECT2;CENPA;CEP55,GO_BP,tan,9
mitotic nuclear division (GO:0140014),9/74,3.72869539258366e-12,1.70503071133598e-10,0,0,45.8446153846154,1206.39934403248,SGO1;SGO2;TPX2;KIF18A;KIFC1;PLK1;CENPK;NUSAP1;NDC80,GO_BP,tan,9
centromere complex assembly (GO:0034508),7/37,4.03442836130231e-11,1.69109788811255e-09,0,0,74.8962365591398,1792.53442537759,HELLS;CENPF;CENPK;OIP5;KNL1;CENPA;DLGAP5,GO_BP,tan,7
"protein localization to chromosome, centromeric region (GO:0071459)",5/17,2.52644119159917e-09,9.77538399518756e-08,0,0,129.680989583333,2567.22376675974,ZWILCH;CDK1;TTK;KNL1;CENPA,GO_BP,tan,5
meiotic sister chromatid cohesion (GO:0051177),4/8,8.98443670423782e-09,3.22797975873688e-07,0,0,306.569230769231,5680.04481345849,SGO1;SGO2;BUB1B;BUB1,GO_BP,tan,4
regulation of mitotic cell cycle phase transition (GO:1901990),9/188,1.64888927028579e-08,5.52927535302501e-07,0,0,16.5519553072626,296.620620242617,CDC20;ANLN;TPX2;CENPF;PLK1;KIF14;E2F1;CDK1;BUB1B,GO_BP,tan,9
mitotic metaphase plate congression (GO:0007080),6/51,2.15185279100198e-08,6.76488721171246e-07,0,0,42.0867724867725,743.014675388604,KIF18A;KIFC1;KIF14;KIF2C;CEP55;NDC80,GO_BP,tan,6
protein localization to condensed chromosome (GO:1903083),4/12,6.28767789387023e-08,1.86041292977455e-06,0,0,153.253846153846,2541.26890359104,ZWILCH;CDK1;TTK;KNL1,GO_BP,tan,4
chromatin remodeling at centromere (GO:0031055),5/32,7.89958170547719e-08,2.20749422103057e-06,0,0,57.5925925925926,941.861826045667,HELLS;CENPK;OIP5;KNL1;CENPA,GO_BP,tan,5
kinetochore organization (GO:0051383),4/13,9.05864697139108e-08,2.39815759295248e-06,0,0,136.218803418803,2209.05501923416,CENPF;CENPA;NDC80;DLGAP5,GO_BP,tan,4
protein localization to kinetochore (GO:0034501),4/14,1.26492097492958e-07,3.1812762519479e-06,0,0,122.590769230769,1947.11973063841,ZWILCH;CDK1;TTK;KNL1,GO_BP,tan,4
DNA replication-independent nucleosome assembly (GO:0006336),5/39,2.21682288092065e-07,5.30981861477662e-06,0,0,45.7192095588235,700.510671354757,CENPK;OIP5;KNL1;CENPA;ASF1B,GO_BP,tan,5
microtubule depolymerization (GO:0007019),4/18,3.82681761732607e-07,8.74949664325006e-06,0,0,87.5472527472527,1293.60364349462,KIF18A;STMN1;KIF14;KIF2C,GO_BP,tan,4
chromosome condensation (GO:0030261),5/45,4.62946569566901e-07,1.01244401953109e-05,0,0,38.849609375,566.646967761217,TOP2A;PLK1;NUSAP1;CDK1;NCAPG,GO_BP,tan,5
centromeric sister chromatid cohesion (GO:0070601),3/6,7.80132137937341e-07,1.63502693909368e-05,0,0,301.939393939394,4246.41601057947,SGO1;BUB1B;BUB1,GO_BP,tan,3
homologous chromosome segregation (GO:0045143),4/22,9.0535107340771e-07,1.82156635969631e-05,0,0,68.0786324786325,947.310293321039,SGO1;SGO2;PTTG1;FANCD2,GO_BP,tan,4
mitotic DNA damage checkpoint signaling (GO:0044773),5/59,1.82752951257412e-06,3.53556671086456e-05,0,0,28.7572337962963,379.956259881344,EME1;FANCD2;PLK1;CDK1;DTL,GO_BP,tan,5
microtubule polymerization or depolymerization (GO:0031109),4/27,2.14406488109834e-06,3.85165941140165e-05,0,0,53.2655518394649,695.264970759125,KIF18A;STMN1;KIF14;KIF2C,GO_BP,tan,4
mitotic chromosome condensation (GO:0007076),4/27,2.14406488109834e-06,3.85165941140165e-05,0,0,53.2655518394649,695.264970759125,PLK1;NUSAP1;CDK1;NCAPG,GO_BP,tan,4
protein depolymerization (GO:0051261),4/28,2.49491883272333e-06,4.32739369951667e-05,0,0,51.0435897435897,658.526334794088,KIF18A;STMN1;KIF14;KIF2C,GO_BP,tan,4
establishment of mitotic spindle localization (GO:0040001),4/29,2.88659700962789e-06,4.83986098614275e-05,0,0,48.9993846153846,625.008330996419,PLK1;NUSAP1;CENPA;NDC80,GO_BP,tan,4
kinetochore assembly (GO:0051382),3/9,3.25235382287786e-06,5.0636059076391e-05,0,0,150.94696969697,1907.38576927039,CENPF;CENPA;DLGAP5,GO_BP,tan,3
CENP-A containing chromatin organization (GO:0061641),4/30,3.32204761336163e-06,5.0636059076391e-05,0,0,47.112426035503,594.319919544091,CENPK;OIP5;KNL1;CENPA,GO_BP,tan,4
CENP-A containing nucleosome assembly (GO:0034080),4/30,3.32204761336163e-06,5.0636059076391e-05,0,0,47.112426035503,594.319919544091,CENPK;OIP5;KNL1;CENPA,GO_BP,tan,4
regulation of cell cycle (GO:0051726),8/296,8.00538614537685e-06,0.000114943898976927,0,0,8.94489981785064,104.971941316103,CCNB2;CENPF;PLK1;BIRC5;FOXM1;PRR11;DTL;DLGAP5,GO_BP,tan,8
DNA repair (GO:0006281),8/298,8.40804280736141e-06,0.000114943898976927,0,0,8.88230638778971,103.801491068239,RAD51AP1;FANCI;EME1;EXO1;FANCD2;CDK1;RAD54L;TRIP13,GO_BP,tan,8
cell cycle checkpoint signaling (GO:0000075),3/12,8.45511781738829e-06,0.000114943898976927,0,0,100.616161616162,1175.27108690604,ZWILCH;BUB1B;BUB1,GO_BP,tan,3
mitotic nuclear membrane disassembly (GO:0007077),3/12,8.45511781738829e-06,0.000114943898976927,0,0,100.616161616162,1175.27108690604,CCNB2;PLK1;CDK1,GO_BP,tan,3
histone exchange (GO:0043486),4/38,8.76388716114227e-06,0.000116006190580383,0,0,36.0126696832579,419.362893244283,CENPK;OIP5;KNL1;CENPA,GO_BP,tan,4
anaphase-promoting complex-dependent catabolic process (GO:0031145),5/84,1.05434507926591e-05,0.000135983480736091,0,0,19.6321202531646,224.984209390879,CDC20;PTTG1;PLK1;CDK1;BUB1B,GO_BP,tan,5
regulation of cell cycle G2/M phase transition (GO:1902749),5/85,1.11726271475655e-05,0.000137069059883548,0,0,19.3857421875,221.037081048236,TPX2;CENPF;PLK1;KIF14;CDK1,GO_BP,tan,5
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)",5/85,1.11726271475655e-05,0.000137069059883548,0,0,19.3857421875,221.037081048236,KIF18A;KIF4A;KIF23;KIF2C;KIF15,GO_BP,tan,5
regulation of G2/M transition of mitotic cell cycle (GO:0010389),6/149,1.25869065523654e-05,0.000150743190377138,0,0,13.1788211788212,148.694707962503,TPX2;CENPF;PLK1;KIF14;CDK1;DTL,GO_BP,tan,6
nuclear membrane disassembly (GO:0051081),3/14,1.39203619560006e-05,0.000162835861950426,0,0,82.3140495867769,920.448699934427,CCNB2;PLK1;CDK1,GO_BP,tan,3
mitotic spindle assembly (GO:0090307),4/44,1.58682752455825e-05,0.000181403237466546,0,0,30.6015384615385,338.183376339778,TPX2;KIFC1;KIF4A;KIF23,GO_BP,tan,4
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),5/98,2.23445170342951e-05,0.000249762045961121,0,0,16.6649865591398,178.464167677651,KIF18A;KIF4A;KIF23;KIF2C;KIF15,GO_BP,tan,5
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),5/100,2.46401341307612e-05,0.000269434510168975,0,0,16.3125,173.094122978528,KIF18A;KIF4A;KIF23;KIF2C;KIF15,GO_BP,tan,5
positive regulation of cell cycle process (GO:0090068),5/101,2.58545778516151e-05,0.000276698992752391,0,0,16.1417643229167,170.505825863036,KIF14;NUSAP1;KIF23;ECT2;NDC80,GO_BP,tan,5
antigen processing and presentation of exogenous peptide antigen (GO:0002478),5/103,2.84227208216135e-05,0.000297846428609824,0,0,15.8107461734694,165.511977319732,KIF18A;KIF4A;KIF23;KIF2C;KIF15,GO_BP,tan,5
